movie_id,rank,title,originalTitle,description,year,votes,rating,runtimeMinutes,ratingCategory,genres
tt7339248,394,The Art of Self-Defense,The Art of Self-Defense,"After being attacked on the street, a young man enlists at a local dojo, led by a charismatic and mysterious sensei, in an effort to learn how to defend himself from future threats.",2019,43000,6.6,104,R,"Action,Comedy,Crime"
tt6107548,393,Late Night,Late Night,A late night talk show host suspects that she may soon lose her long-running show.,2019,43000,6.5,102,R,"Comedy,Drama"
tt9900782,353,Kaithi,Kaithi,"Dilli, an ex-convict, endeavours to meet his daughter for the first time after leaving prison. However, his attempts are interrupted due to a drug raid planned by Inspector Bejoy.",2019,50000,8.4,145,Not Rated,"Action,Crime,Thriller"
tt5294518,385,Eli,Eli,A boy receiving treatment for his auto-immune disorder discovers that the house he's living in isn't as safe as he thought.,2019,44000,5.8,98,R,"Drama,Horror,Mystery"
tt5057140,399,Hold the Dark,Hold the Dark,"After the deaths of three children suspected to be killed by wolves, writer Russell Core is hired by the mother of a missing six-year-old boy to track down and locate her son in the Alaskan wilderness.",2018,42000,5.6,125,TV-MA,"Action,Crime,Drama"
tt4827558,381,High Life,High Life,A father and his daughter struggle to survive in deep space where they live in isolation.,2018,44000,5.7,113,R,"Mystery,Sci-Fi,Thriller"
tt3385524,410,Stan & Ollie,Stan & Ollie,"Laurel and Hardy, the world's most famous comedy duo, attempt to reignite their film careers as they embark on what becomes their swan song: a grueling theatre tour of post-war Britain.",2018,41000,7.2,98,PG,"Biography,Comedy,Drama"
tt5580266,396,The Hate U Give,The Hate U Give,"Starr witnesses the fatal shooting of her childhood best friend Khalil at the hands of a police officer. Now, facing pressure from all sides of the community, Starr must find her voice and stand up for what's right.",2018,43000,7.5,133,PG-13,"Crime,Drama"
tt3833480,366,The Outpost,The Outpost,A small team of U.S. soldiers battles against hundreds of Taliban fighters in Afghanistan.,2019,47000,6.8,123,R,"Action,Drama,History"
tt5619332,405,Life of the Party,Life of the Party,"After her husband abruptly asks for a divorce, a middle-aged mother returns to college in order to complete her degree.",2018,42000,5.6,105,PG-13,Comedy
tt6938828,391,At Eternity's Gate,At Eternity's Gate,"A look at the life of painter Vincent van Gogh during the time he lived in Arles and Auvers-sur-Oise, France.",2018,43000,6.9,111,PG-13,"Biography,Drama,History"
tt9016974,377,Synchronic,Synchronic,"Two New Orleans paramedics' lives are ripped apart after they encounter a series of horrific deaths linked to a designer drug with bizarre, otherworldly effects.",2019,45000,6.2,102,R,"Drama,Horror,Mystery"
tt8781414,384,Freaks,Freaks,"A bold girl discovers a bizarre, threatening, and mysterious new world beyond her front door after she escapes her father's protective and paranoid control.",2018,44000,6.7,105,R,"Drama,Mystery,Sci-Fi"
tt1255919,407,Holmes & Watson,Holmes & Watson,A humorous take on Sir Arthur Conan Doyle's classic mysteries featuring Sherlock Holmes and Doctor Watson.,2018,41000,3.9,90,PG-13,"Comedy,Crime,Mystery"
tt6697582,412,Arif V 216,Arif V 216,"After 8 years, Arif's old friend 216 from planet GORA pays a visit to Earth.Together they go on a quest where they'll be visiting 60's.",2018,41000,6.9,125,,"Comedy,Fantasy,Music"
tt7664504,383,Three Identical Strangers,Three Identical Strangers,"In 1980 New York, three young men who were all adopted meet each other and find out they're triplets who were separated at birth. But their quest to find out why turns into a bizarre and sinister mystery.",2018,44000,7.6,96,PG-13,"Biography,Documentary,Drama"
tt6195094,376,Incident in a Ghostland,Incident in a Ghostland,"A mother of two who inherits a house is confronted with murderous intruders on the first night in their new home and fights for her daughters' lives. Sixteen years later when the daughters reunite at the house, things get really strange.",2018,45000,6.4,91,Not Rated,"Drama,Horror,Mystery"
tt1274959,362,Host,Episode dated 30 December 1983,"Six friends hire a medium to hold a seance via Zoom during lockdown, but they get far more than they bargained for as things quickly go wrong.",2020,48000,6.5,57,Not Rated,"Crime,Drama,Romance"
tt7905466,420,They Shall Not Grow Old,They Shall Not Grow Old,A documentary about World War I with never-before-seen footage to commemorate the centennial of the end of the war.,2018,40000,8.2,99,R,"Documentary,History,War"
tt8983202,382,Kabir Singh,Kabir Singh,"An exalted but short-fused surgeon plunges into a spiral of drugs, alcohol and rage after his intense relationship with his girlfriend turbulently ends.",2019,44000,7.0,173,Not Rated,"Action,Drama,Romance"
tt1464763,435,Mute,Mute,A mute bartender goes up against his city's gangsters in an effort to find out what happened to his missing partner.,2018,39000,5.5,126,TV-MA,"Mystery,Sci-Fi,Thriller"
tt4964788,424,Everybody Knows,Everybody Knows,"Laura, a Spanish woman living in Buenos Aires, returns to her hometown outside Madrid with her two children to attend her sister's wedding. However, the trip is upset by unexpected events that bring secrets into the open.",2018,40000,6.9,133,R,"Crime,Drama,Mystery"
tt4669788,406,On the Basis of Sex,On the Basis of Sex,"The true story of Ruth Bader Ginsburg, her struggles for equal rights, and the early cases of a historic career that lead to her nomination and confirmation as U.S. Supreme Court Associate Justice.",2018,42000,7.1,120,PG-13,"Biography,Drama"
tt8108202,365,Stree,Stree,"In the small town of Chanderi, the menfolk live in fear of an evil spirit named ""Stree"" who abducts men in the night. Based on the urban legend of ""Nale Ba"" that went viral in Karnataka in the 1990s.",2018,47000,7.5,128,Not Rated,"Comedy,Horror"
tt5690360,403,Slender Man,Slender Man,"In a small town in Massachusetts, a group of friends, fascinated by the internet lore of the Slender Man, attempt to prove that he doesn't actually exist - until one of them mysteriously goes missing.",2018,42000,3.3,93,PG-13,"Horror,Mystery,Thriller"
tt4761916,404,Unfriended: Dark Web,Unfriended: Dark Web,A teen comes into possession of a new laptop and soon discovers that the previous owner is not only watching him but will also do anything to get it back.,2018,42000,6.0,92,R,"Horror,Mystery,Thriller"
tt8633462,411,"Quo Vadis, Aida?","Quo Vadis, Aida?","Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp.",2020,41000,8.0,101,Approved,"Drama,History,War"
tt2639336,408,Greta,Greta,A young woman befriends a lonely widow who's harboring a dark and deadly agenda toward her.,2018,41000,6.1,98,R,"Drama,Mystery,Thriller"
tt5198068,390,Wolfwalkers,Wolfwalkers,A young apprentice hunter and her father journey to Ireland to help wipe out the last wolf pack. But everything changes when she befriends a free-spirited girl from a mysterious tribe rumored to transform into wolves by night.,2020,43000,8.0,103,PG,"Action,Adventure,Animation"
tt3907584,392,All the Bright Places,All the Bright Places,"The story of Violet and Theodore, who meet and change each other's lives forever. As they struggle with the emotional and physical scars of their past, they discover that even the smallest places and moments can mean something.",2020,43000,6.6,107,TV-MA,"Drama,Romance"
tt7725596,418,Badhaai Ho,Badhaai Ho,A man is embarrassed when he finds out his mother is pregnant.,2018,40000,7.9,124,Not Rated,"Comedy,Drama"
tt1000300,398,The Rental,Episode dated 20 October 2006,Two couples rent a vacation home for what should be a celebratory weekend get-away.,2020,42000,5.7,88,R,Talk-Show
tt7280898,423,22 July,22-Jul,"A three-part story of Norway's worst terrorist attack in which over seventy people were killed. 22 July looks at the disaster itself, the survivors, Norway's political system and the lawyers who worked on this horrific case.",2018,40000,6.8,143,R,"Crime,Drama,History"
tt1036246,395,After We Collided,Parviya den,"Based on the 2014 romance novel of the same name, this follows the love life of two young adults.",2020,43000,5.1,105,R,"Adventure,Drama"
tt8850222,401,Peninsula,Peninsula,"A zombie virus has in the last 4 years spread to all South Korea. 4 Koreans in Hong Kong sail through the blockade to Incheon for USD20,000,000 on a truck.",2020,42000,5.5,116,Not Rated,"Action,Horror,Thriller"
tt4878482,431,Dumplin',Dumplin',"Willowdean ('Dumplin'), the plus-size teenage daughter of a former beauty queen, signs up for her mom's Miss Teen Bluebonnet pageant as a protest that escalates when other contestants follow her footsteps, revolutionizing the pageant and their small Texas town.",2018,39000,6.5,110,PG-13,"Comedy,Drama"
tt7608028,439,The Open House,The Open House,A teenager and his mother find themselves besieged by threatening forces when they move into a new house.,2018,39000,3.3,94,TV-MA,"Horror,Thriller"
tt6141246,429,The Aeronauts,The Aeronauts,A balloon pilot and a scientist find themselves in a fight for survival while attempting to make discoveries in a gas balloon in the 1860s.,2019,40000,6.6,100,PG-13,"Action,Adventure,Drama"
tt1478839,369,The Art of Racing in the Rain,The Art of Racing in the Rain,"Through his bond with his owner, aspiring Formula One race car driver Denny, golden retriever Enzo learns that the techniques needed on the racetrack can also be used to successfully navigate the journey of life.",2019,46000,7.6,109,PG,"Comedy,Drama,Romance"
tt5867314,364,The Empty Man,The Empty Man,"On the trail of a missing girl, an ex-cop comes across a secretive group attempting to summon a terrifying supernatural entity.",2020,47000,6.2,137,R,"Drama,Horror,Mystery"
tt1072748,441,Winchester,Winchester,"Ensconced in her sprawling San Jose, California mansion, eccentric firearm heiress Sarah Winchester (Dame Helen Mirren) believes she is haunted by the souls of people killed by the Winchester repeating rifle.",2018,39000,5.5,99,PG-13,"Biography,Drama,Fantasy"
tt9784456,402,The Kissing Booth 2,The Kissing Booth 2,"In the sequel to 2018's The Kissing Booth', high school senior Elle juggles a long-distance relationship with her dreamy boyfriend Noah, college applications, and a new friendship with a handsome classmate that could change everything.",2020,42000,5.7,134,TV-14,"Comedy,Romance"
tt5523010,430,The Nutcracker and the Four Realms,The Nutcracker and the Four Realms,A young girl is transported into a magical world of gingerbread soldiers and an army of mice.,2018,40000,5.6,99,PG,"Adventure,Family,Fantasy"
tt1032414,419,Article 15,Episode #1.9797,"In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination.",2019,40000,8.1,130,Not Rated,"Crime,Drama,Romance"
tt6865690,416,The Professor,The Professor,A college professor lives his life with reckless abandon after being diagnosed with a terminal illness.,2018,40000,6.7,90,R,"Comedy,Drama"
tt9398640,444,Between Two Ferns: The Movie,Between Two Ferns: The Movie,Zach Galifianakis and his oddball crew take a road trip to complete a series of high-profile celebrity interviews.,2019,39000,6.1,82,TV-MA,Comedy
tt3256226,453,IO,IO,"As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet.",2019,38000,4.8,96,TV-14,"Adventure,Drama,Sci-Fi"
tt2076298,426,Ip Man 4: The Finale,Ip Man 4: The Finale,The Kung Fu master travels to the U.S. where his student has upset the local martial arts community by opening a Wing Chun school.,2019,40000,7.0,107,Not Rated,"Action,Biography,Drama"
tt5935704,427,Padmaavat,Padmaavat,"Set in medieval Rajasthan, Queen Padmavati is married to a noble king and they live in a prosperous fortress with their subjects until an ambitious Sultan hears of Padmavati's beauty and forms an obsessive love for the Queen of Mewar.",2018,40000,7.1,163,Not Rated,"Drama,History,Romance"
tt9806192,446,I Lost My Body,I Lost My Body,"A story of Naoufel, a young man who is in love with Gabrielle. In another part of town, a severed hand escapes from a dissection lab, determined to find its body again.",2019,38000,7.5,81,16+,"Animation,Drama,Fantasy"
tt8108268,449,The Tashkent Files,The Tashkent Files,"Revolves around the mysterious death of India's 2nd Prime Minister Shri Lal Bahadur Shastri and attempts to uncover if he had actually died a natural death, or, as alleged, was assassinated.",2019,38000,8.1,134,Not Rated,"Drama,Mystery,Thriller"
tt1052109,421,The Forgotten Battle,2007: Live Semi-Final 1,"1944, the Second World War. A British glider pilot, a Dutch boy fighting on the German side and a Dutch female resistance member all end up involved in the Battle of the Schelde. Their choices differ, but their goal is the same: freedom.",2020,40000,7.1,124,TV-MA,"Music,Reality-TV"
tt8108274,448,Tanhaji: The Unsung Warrior,Tanhaji: The Unsung Warrior,"Tanhaji Malusare, a military chieftain in the army of the Maratha king Shivaji, leads the charge to capture the strategically important Kondhana fort guarded by the army of the fierce Rajput chieftain Udaybhan Rathod.",2020,38000,7.5,135,Not Rated,"Action,Biography,Drama"
tt7485048,413,Super 30,Super 30,Based on the life of Patna-based mathematician Anand Kumar who runs the famed Super 30 program for IIT aspirants in Patna.,2019,41000,7.9,154,Not Rated,"Biography,Drama"
tt1035062,463,Gunjan Saxena: The Kargil Girl,Episode dated 21 May 1979,Inspired by the life of a fearless young officer who made history by becoming the first Indian female Air Force officer to fly in a combat zone during the 1999 Kargil War,2020,36000,5.5,112,TV-14,"Family,Game-Show"
tt4073790,428,The Darkest Minds,The Darkest Minds,"After a disease kills 98% of children, the survivors develop powers and are declared a threat. 16-year-old Ruby, escapes the government facility and joins a group of rebel teenagers ready to fight the government forces out to get them.",2018,40000,5.7,104,PG-13,"Action,Adventure,Drama"
tt9606374,438,On the Rocks,On the Rocks,A young mother reconnects with her larger-than-life playboy father on an adventure through New York.,2020,39000,6.4,96,R,"Comedy,Drama,Romance"
tt8361028,437,Cam,Cam,"Alice, an ambitious camgirl, wakes up one day to discover she's been replaced on her show with an exact replica of herself.",2018,39000,5.9,94,TV-MA,"Drama,Horror,Mystery"
tt7605074,442,The Wandering Earth,The Wandering Earth,"As the sun is dying out, people all around the world build giant planet thrusters to move Earth out of its orbit and sail Earth to a new star system. Yet the 2500-year journey comes with unexpected dangers, and in order to save humanity, a group of young people in this age of a wandering Earth fight hard for the survival of humankind.",2019,39000,5.9,125,13+,"Action,Adventure,Sci-Fi"
tt6802308,455,The 15:17 to Paris,The 15:17 to Paris,Three courageous young Americans prevent a terrorist attack on a train bound for Paris.,2018,37000,5.3,94,PG-13,"Biography,Drama,Thriller"
tt7019842,389,96,96,Two high school sweethearts meet at a reunion after 22 years and reminisce about their past.,2018,43000,8.5,158,Not Rated,"Drama,Romance"
tt4799066,436,Midnight Sun,Midnight Sun,A 17-year-old girl suffers from a condition that prevents her from being out in the sunlight.,2018,39000,6.6,91,PG-13,"Drama,Romance"
tt6535880,379,Haunt,Haunt,"On Halloween, a group of friends encounter an ""extreme"" haunted house that promises to feed on their darkest fears. The night turns deadly as they come to the horrifying realization that some nightmares are real.",2019,45000,6.3,92,R,"Horror,Thriller"
tt6513656,452,Escape Plan 2: Hades,Escape Plan 2: Hades,"Years after he fought his way out of an inescapable prison, Ray Breslin has organized a new top-notch security force. But when one of his team members goes missing, Breslin must return to the hell he once escaped from.",2018,38000,3.9,93,R,"Action,Crime,Mystery"
tt4068576,422,The Nightingale,The Nightingale,"Set in 1825, Clare, a young Irish convict woman, chases a British officer through the rugged Tasmanian wilderness, bent on revenge for a terrible act of violence he committed against her family. On the way she enlists the services of an Aboriginal tracker named Billy, who is also marked by trauma from his own violence-filled past.",2018,40000,7.3,136,R,"Adventure,Drama,Thriller"
tt8722346,458,Queen & Slim,Queen & Slim,A couple's first date takes an unexpected turn when a police officer pulls them over.,2019,37000,7.1,132,R,"Crime,Drama,Romance"
tt4357394,457,Tau,Tau,"A woman is held captive by a scientist in a futuristic smart house, and hopes to escape by reasoning with the Artificial Intelligence that controls the house.",2018,37000,5.8,97,R,"Horror,Sci-Fi,Thriller"
tt9340860,450,Let Him Go,Let Him Go,"A retired sheriff and his wife, grieving over the death of their son, set out to find their only grandson.",2020,38000,6.7,113,R,"Crime,Drama,Thriller"
tt6095472,414,The Angry Birds Movie 2,The Angry Birds Movie 2,The flightless birds and scheming green pigs take their feud to the next level.,2019,41000,6.4,97,PG,"Action,Adventure,Animation"
tt1061292,467,One Night in Miami...,Episode #1.13,"A fictional account of one incredible night where icons Muhammad Ali, Malcolm X, Sam Cooke, and Jim Brown gathered discussing their roles in the Civil Rights Movement and cultural upheaval of the 60s.",2020,36000,7.1,114,R,"Fantasy,Mystery"
tt1105764,440,The Christmas Chronicles: Part Two,Intime ossessioni,"Kate Pierce, now a cynical teen, is unexpectedly reunited with Santa Claus when a mysterious troublemaker threatens to cancel Christmas--forever.",2020,39000,6.0,112,PG,Adult
tt8242084,415,My Spy,My Spy,"A hardened CIA operative finds himself at the mercy of a precocious 9-year-old girl, having been sent undercover to surveil her family.",2020,41000,6.4,99,PG-13,"Action,Comedy"
tt1285009,434,The Strangers: Prey at Night,The Strangers: Prey at Night,A family of four staying at a secluded mobile home park for the night are stalked and then hunted by three masked psychopaths.,2018,39000,5.3,85,R,Horror
tt6285944,409,The Banker,The Banker,"In the 1960s, two African-American entrepreneurs hire a working-class white man to pretend to be the head of their business empire while they pose as a janitor and chauffeur.",2020,41000,7.3,120,PG-13,"Biography,Drama"
tt7547410,445,Dora and the Lost City of Gold,Dora and the Lost City of Gold,Teenage explorer Dora leads her friends on an adventure to save her parents and solve the mystery behind a lost city of gold.,2019,38000,6.1,102,PG,"Action,Adventure,Comedy"
tt5501104,456,Border,Border,A customs officer who can smell fear develops an unusual attraction to a strange traveler while aiding a police investigation which will call into question her entire existence.,2018,37000,7.0,110,R,"Crime,Drama,Fantasy"
tt9086228,447,Gretel & Hansel,Gretel & Hansel,"A long time ago in a distant fairy tale countryside, a young girl leads her little brother into a dark wood in desperate search of food and work, only to stumble upon a nexus of terrifying evil.",2020,38000,5.5,87,PG-13,"Fantasy,Horror,Mystery"
tt7098658,462,Raazi,Raazi,A Kashmiri woman agrees to marry a Pakistani army officer in order to spy on Pakistan during the Indo-Pakistan War of 1971.,2018,36000,7.7,138,Not Rated,"Action,Drama,Thriller"
tt4986098,470,The Titan,The Titan,A military family takes part in a ground-breaking experiment of genetic evolution and space exploration.,2018,35000,4.8,97,TV-MA,"Drama,Mystery,Romance"
tt7946422,433,Prospect,Prospect,"A teenage girl and her father travel to a remote alien moon, aiming to strike it rich. They've secured a contract to harvest a large deposit of the elusive gems hidden in the depths of the moon's toxic forest. But there are others roving the wilderness and the job quickly devolves into a fight to survive. Forced to contend not only with the forest's other ruthless inhabitants, but with her own father's greed-addled judgment, the girl finds she must carve her own path to escape.",2018,39000,6.3,100,R,"Adventure,Drama,Sci-Fi"
tt6269368,425,The Clovehitch Killer,The Clovehitch Killer,A picture-perfect family is shattered when the work of a serial killer hits too close to home.,2018,40000,6.5,109,Unrated,"Crime,Drama,Mystery"
tt3317234,468,"Game Over, Man!","Game Over, Man!",Three friends are on the verge of getting their video game financed when their benefactor is taken hostage by terrorists.,2018,35000,5.5,101,TV-MA,"Action,Comedy"
tt9477520,459,Asuran,Asuran,"The teenage son of a farmer from an underprivileged caste kills a rich, upper caste landlord. How the pacifist farmer saves his hot-blooded son is the rest of the story.",2019,37000,8.4,141,Not Rated,"Action,Drama"
tt6987770,465,Destination Wedding,Destination Wedding,"The story of two miserable and unpleasant wedding guests, Lindsay and Frank, who develop a mutual affection despite themselves.",2018,36000,6.0,87,R,"Comedy,Drama,Romance"
tt9196192,484,Cuties,Cuties,Eleven-year-old Amy starts to rebel against her conservative family's traditions when she becomes fascinated with a free-spirited dance crew.,2020,33000,3.6,96,TV-MA,Drama
tt6218358,454,Calibre,Calibre,A shocking deed turned their weekend trip into a nightmare. Now their only hope is to swallow their paranoia and act normal.,2018,37000,6.8,101,TV-MA,"Drama,Thriller"
tt7242142,475,Blindspotting,Blindspotting,"While on probation, a man begins to re-evaluate his relationship with his volatile best friend.",2018,34000,7.4,95,R,"Comedy,Crime,Drama"
tt7721800,480,Bharat,Bharat,"At the cusp of India's birth as an Independent nation, a family makes an arduous journey to freedom at a cost. A young boy Bharat, makes a promise to his Father that he will keep his family together no matter what.",2019,33000,4.7,150,Not Rated,"Action,Comedy,Drama"
tt4995776,473,The Red Sea Diving Resort,The Red Sea Diving Resort,Israel's Mossad agents attempt to rescue Ethiopian Jewish refugees in Sudan in 1979.,2019,34000,6.6,129,TV-MA,"Drama,History,Thriller"
tt3721964,481,Gringo,Gringo,"GRINGO, a dark comedy mixed with white-knuckle action and dramatic intrigue, explores the battle of survival for businessman Harold Soyinka (David Oyelowo) when he finds himself crossing the line from law-abiding citizen to wanted criminal.",2018,33000,6.1,111,R,"Action,Comedy,Crime"
tt6436726,464,7500,7500,"When terrorists try to seize control of a Berlin-Paris flight, a soft-spoken American co-pilot struggles to save the lives of the passengers and crew while forging a surprising connection with one of the hijackers.",2019,36000,6.3,93,R,"Action,Drama,Thriller"
tt6857166,472,Book Club,Book Club,Four lifelong friends have their lives forever changed after reading 50 Shades of Grey in their monthly book club.,2018,34000,6.1,104,PG-13,"Comedy,Drama,Romance"
tt1298789,460,American Murder: The Family Next Door,Neoszarvasbika,"In 2018, 34-year-old Shanann Watts and her two young daughters disappear in Colorado. With the heartbreaking details emerging, the family's story made headlines around the world.",2020,37000,7.2,83,TV-MA,"Comedy,Drama"
tt5144174,432,The Dry,The Dry,Aaron Falk returns to his drought-stricken hometown to attend a tragic funeral. But his return opens a decades-old wound - the unsolved death of a teenage girl.,2020,39000,6.8,117,R,"Crime,Drama,Mystery"
tt7137380,482,Destroyer,Destroyer,A police detective reconnects with people from an undercover assignment in her distant past in order to make peace.,2018,33000,6.2,121,R,"Action,Crime,Drama"
tt7430722,443,War,War,"Indian agent Khalid goes on a mission to hunt and eliminate his former mentor, the country's top agent Kabir who has gone rogue. A deadly war begins.",2019,39000,6.6,151,Not Rated,"Action,Adventure,Thriller"
tt9354944,486,Jexi,Jexi,"Phil makes top 10 pop lists at work. His only ""friend"" is cellphone Siri. His new phone includes AI helper Jexi, who improves/controls his social life.",2019,33000,6.0,84,R,"Comedy,Romance,Sci-Fi"
tt5929754,487,Wildlife,Wildlife,A teenage boy must deal with his mother's complicated response after his father temporarily abandons them to take a menial and dangerous job.,2018,33000,6.8,105,PG-13,Drama
tt7634968,474,What Men Want,What Men Want,"A woman is boxed out by the male sports agents in her profession, but gains an unexpected edge over them when she develops the ability to hear men's thoughts.",2019,34000,5.4,117,R,"Comedy,Fantasy,Romance"
tt7961060,466,Dragon Ball Super: Broly,Dragon Ball Super: Broly,"Goku and Vegeta encounter Broly, a Saiyan warrior unlike any fighter they've faced before.",2018,36000,7.7,100,PG,"Action,Adventure,Animation"
tt8954732,479,The Princess Switch,The Princess Switch,"Competing in a Christmas baking competition in Belgravia, a Chicago baker bumps into the prince's fianc̩e--who looks just like her. They switch lives for two days.",2018,34000,6.1,101,TV-PG,"Comedy,Drama,Family"
tt8130968,478,Badla,Badla,A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.,2019,34000,7.7,118,Not Rated,"Crime,Drama,Mystery"
tt1131714,417,Shiva Baby,Oh Oh Oh... It's Magic,"At a Jewish funeral service with her parents, a college student runs into her sugar daddy and ex girlfriend.",2020,40000,7.1,77,Not Rated,"Comedy,Drama,Fantasy"
tt7329656,485,47 Meters Down: Uncaged,47 Meters Down: Uncaged,Two sisters diving in a ruined underwater city quickly learn they've entered the territory of the deadliest shark species in the claustrophobic labyrinth of submerged caves.,2019,33000,5.0,90,PG-13,"Adventure,Drama,Horror"
tt2762506,483,Bacurau,Bacurau,"After the death of her grandmother, Teresa comes home to her matriarchal village in a near-future Brazil to find a succession of sinister events that mobilizes all of its residents.",2019,33000,7.3,131,Not Rated,"Action,Adventure,Drama"
tt7149730,451,The Silencing,The Silencing,A reformed hunter living in isolation on a wildlife sanctuary becomes involved in a deadly game of cat and mouse when he and the local Sheriff set out to track a vicious killer who may have kidnapped his daughter years ago.,2020,38000,6.3,93,R,"Action,Crime,Mystery"
tt4648786,469,Harriet,Harriet,"The extraordinary tale of Harriet Tubman's escape from slavery and transformation into one of America's greatest heroes, whose courage, ingenuity, and tenacity freed hundreds of slaves and changed the course of history.",2019,35000,6.7,125,PG-13,"Action,Biography,Drama"
tt9691136,477,Shadow in the Cloud,Shadow in the Cloud,A female WWII pilot traveling with top secret documents on a B-17 Flying Fortress encounters an evil presence on board the flight.,2020,34000,5.0,83,R,"Action,Horror,War"
tt6288124,489,"Don't Worry, He Won't Get Far on Foot","Don't Worry, He Won't Get Far on Foot","On the rocky path to sobriety after a life-changing accident, John Callahan discovers the healing power of art, willing his injured hands into drawing hilarious, often controversial cartoons, which bring him a new lease on life.",2018,33000,6.8,114,R,"Biography,Comedy,Drama"
tt2126357,498,Second Act,Second Act,A big-box store worker reinvents her life and her life-story and shows Madison Avenue what street smarts can do.,2018,32000,5.8,103,PG-13,"Comedy,Drama,Romance"
tt6527426,491,Zero,Zero,"The story revolves around Bauua Singh (Shah Rukh Khan), a vertically challenged man, who is full of charm and wit, with a pinch of arrogance. Born to a wealthy family and raised in an environment of affluence, he is challenged to broaden his horizon and find purpose in life.",2018,33000,5.2,164,Not Rated,"Comedy,Drama,Romance"
tt9252468,493,Mosul,Mosul,A police unit from Mosul fight to liberate the Iraqi city from thousands of ISIS militants.,2019,33000,7.1,101,TV-MA,"Action,Drama,Thriller"
tt3152592,494,Scoob!,Scoob!,"Scooby and the gang face their most challenging mystery ever: a plot to unleash the ghost dog Cerberus upon the world. As they race to stop this dogpocalypse, the gang discovers that Scooby has an epic destiny greater than anyone imagined.",2020,32000,5.6,93,PG,"Adventure,Animation,Comedy"
tt9072352,492,Relic,Relic,"A daughter, mother and grandmother are haunted by a manifestation of dementia that consumes their family's home.",2020,33000,6.0,89,R,"Drama,Horror,Mystery"
tt8652728,461,Waves,Waves,"Traces the journey of a suburban family - led by a well-intentioned but domineering father - as they navigate love, forgiveness, and coming together in the aftermath of a loss.",2019,36000,7.5,135,R,"Drama,Romance,Sport"
tt7748244,476,Mortal World,Mortal World,"Mermer Family lives a double life working at their family owned restaurant while being undercover assassins for an international organization. After their secret is revealed, this dysfunctional family needs to work together to survive.",2018,34000,7.6,107,R,"Action,Comedy,Crime"
